ids,pred_seg_0,labels_seg_0
206_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
94_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
417_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
267_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
512_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
578_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
103_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
461_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
285_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
577_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
362_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
366_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
291_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
390_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
170_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
305_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
255_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
294_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
135_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
160_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
123_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
309_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
311_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
445_nda-4,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
237_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
494_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
219_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
125_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
121_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
312_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
156_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
535_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
259_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
189_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
366_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
373_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
550_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
383_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
147_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
570_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
311_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
348_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
370_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
253_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
484_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
186_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
375_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
562_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
618_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
306_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
288_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
367_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
332_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
358_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
118_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
209_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
391_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
211_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
161_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
258_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
261_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
371_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
377_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
345_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
249_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
103_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
327_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
348_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
349_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
176_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
375_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
438_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
309_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
367_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
136_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
159_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
94_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
378_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
501_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
182_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
194_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
260_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
576_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
512_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
422_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
179_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
319_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
335_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
118_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
420_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
108_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
359_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
462_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
403_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
100_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
618_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
251_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
419_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
494_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
151_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
515_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
89_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
512_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
216_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
144_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
272_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
385_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
202_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
335_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
448_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
545_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
134_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
608_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
113_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
91_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
128_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
217_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
224_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
245_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
199_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
353_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
609_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
384_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
559_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
253_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
313_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
331_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
407_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
240_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
122_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
174_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
162_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
311_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
553_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
578_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
311_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
142_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
492_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
554_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
103_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
128_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
342_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
352_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
313_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
260_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
87_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
103_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
373_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
383_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
382_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
237_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
95_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
362_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
613_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
571_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
356_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
163_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
525_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
346_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
420_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
195_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
116_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
260_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
317_nda-10,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
305_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
609_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
131_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
384_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
265_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
276_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
231_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
417_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
305_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
362_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
363_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
295_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
182_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
256_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
388_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
358_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
142_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
257_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
607_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
110_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
184_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
447_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
204_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
424_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
394_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
151_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
115_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
235_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
217_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
423_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
290_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
147_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
200_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
189_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
171_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
312_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
504_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
505_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
333_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
271_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
608_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
328_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
535_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
367_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
314_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
360_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
270_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
492_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
233_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
314_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
126_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
418_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
257_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
620_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
463_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
573_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
592_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
136_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
550_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
531_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
112_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
613_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
241_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
93_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
130_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
164_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
272_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
142_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
509_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
145_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
159_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
461_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
174_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
114_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
495_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
448_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
105_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
244_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
199_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
612_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
386_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
390_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
237_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
339_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
338_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
235_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
169_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
312_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
261_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
519_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
148_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
522_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
276_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
158_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
139_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
578_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
516_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
420_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
578_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
505_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
292_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
250_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
442_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
441_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
414_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
375_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
556_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
502_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
583_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
346_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
515_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
415_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
160_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
164_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
133_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
34_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
194_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
116_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
211_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
124_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
292_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
122_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
365_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
390_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
360_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
425_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
593_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
94_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
272_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
473_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
322_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
557_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
123_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
459_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
251_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
501_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
89_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
495_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
94_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
273_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
303_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
92_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
520_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
146_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
141_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
137_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
193_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
305_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
316_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
360_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
609_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
367_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
492_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
242_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
551_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
119_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
490_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
462_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
369_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
461_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
470_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
619_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
123_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
166_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
160_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
121_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
460_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
210_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
300_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
603_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
311_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
313_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
613_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
111_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
313_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
182_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
104_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
461_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
346_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
373_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
519_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
315_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
178_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
220_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
291_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
295_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
561_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
356_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
243_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
298_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
142_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
617_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
288_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
126_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
464_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
229_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
